code,department,faculty,link,term,title
CML 2320,Common Law,Common Law,Course.aspx?id=004909&term=2189&session=TR,2018 Fall Term,Mediation Theory and Practice
CML 3154,Common Law,Common Law,Course.aspx?id=004986&term=2189&session=TR,2018 Fall Term,Trial Advocacy
CML 3171,Common Law,Common Law,Course.aspx?id=004997&term=2189&session=TR,2018 Fall Term,Student-Proposed Internship
CPL 5101,Executive MBA Program,Telfer School of Management,Course.aspx?id=045110&term=2189&session=TR,2018 Fall Term,Systems Thinking
CPL 5102,Executive MBA Program,Telfer School of Management,Course.aspx?id=045111&term=2189&session=TR,2018 Fall Term,Self Realization and Personal Development
CPL 5103,Executive MBA Program,Telfer School of Management,Course.aspx?id=045112&term=2189&session=TR,2018 Fall Term,Strategic Management of Complex Projects and Programs
CPL 5109,Executive MBA Program,Telfer School of Management,Course.aspx?id=045118&term=2189&session=TR,2018 Fall Term,Business Planning and Cases: Methods and Implementation
CPL 5110,Executive MBA Program,Telfer School of Management,Course.aspx?id=045119&term=2189&session=TR,2018 Fall Term,Negotiation Strategies
CPL 5113,Executive MBA Program,Telfer School of Management,Course.aspx?id=045122&term=2189&session=TR,2018 Fall Term,Implementation of Complex Projects
CPL 5115,Executive MBA Program,Telfer School of Management,Course.aspx?id=045124&term=2189&session=TR,2018 Fall Term,Problem Solving in Complex Environments
CPL 5116,Executive MBA Program,Telfer School of Management,Course.aspx?id=045125&term=2189&session=TR,2018 Fall Term,Stakeholder Engagement and Crisis Management
GEG 2918,Department of Geography,Faculty of Arts,Course.aspx?id=014302&term=2189&session=TR,2018 Fall Term,Field Camp I
GEG 4000,Department of Geography,Faculty of Arts,Course.aspx?id=014381&term=2189&session=TR,2018 Fall Term,Field Research
GEG 4920,Department of Geography,Faculty of Arts,Course.aspx?id=014479&term=2189&session=TR,2018 Fall Term,Human Geography Field Camp
HSS 9021,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=051635&term=2189&session=TR,2018 Fall Term,Interdisciplinary Research Methods and Statistics in Health Sciences (Part 1 of 2)
MBA 5211,Management,Telfer School of Management,Course.aspx?id=020600&term=2189&session=TR,2018 Fall Term,Corporate Governance and Ethics
MBA 5235,Management,Telfer School of Management,Course.aspx?id=020601&term=2189&session=TR,2018 Fall Term,Management Skills I
MBA 5236,Management,Telfer School of Management,Course.aspx?id=020602&term=2189&session=TR,2018 Fall Term,Leadership and Management
MBA 5237,Management,Telfer School of Management,Course.aspx?id=020603&term=2189&session=TR,2018 Fall Term,Change Management
MBA 5241,Management,Telfer School of Management,Course.aspx?id=020605&term=2189&session=TR,2018 Fall Term,Managerial Accounting Information and Decisions
MBA 5250,Management,Telfer School of Management,Course.aspx?id=020606&term=2189&session=TR,2018 Fall Term,Introduction to Corporate Finance
MBA 5260,Management,Telfer School of Management,Course.aspx?id=020610&term=2189&session=TR,2018 Fall Term,The World of the General Manager and of Strategic Management
MBA 5280,Management,Telfer School of Management,Course.aspx?id=020614&term=2189&session=TR,2018 Fall Term,Operations Management
MBA 5300,Management,Telfer School of Management,Course.aspx?id=020615&term=2189&session=TR,2018 Fall Term,Data Analysis
MBA 5611,Management,Telfer School of Management,Course.aspx?id=020635&term=2189&session=TR,2018 Fall Term,Gouvernance d'entreprise et éthique
MBA 5680,Management,Telfer School of Management,Course.aspx?id=020649&term=2189&session=TR,2018 Fall Term,Gestion des opérations
MBA 6156,Management,Telfer School of Management,Course.aspx?id=042785&term=2189&session=TR,2018 Fall Term,Performance Management: Business Process Modelling
MBA 6210,Management,Telfer School of Management,Course.aspx?id=020668&term=2189&session=TR,2018 Fall Term,Business Government Relations
MBA 6262,Management,Telfer School of Management,Course.aspx?id=020675&term=2189&session=TR,2018 Fall Term,Entrepreneurship
MBA 6269,Management,Telfer School of Management,Course.aspx?id=020679&term=2189&session=TR,2018 Fall Term,Management Consulting
MBA 6291,Management,Telfer School of Management,Course.aspx?id=020683&term=2189&session=TR,2018 Fall Term,Directed Readings in Management I
ORA 6710,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023374&term=2189&session=TR,2018 Fall Term,Concepts d'audiologie pertinents à l'orthophonie
ORA 6724,Audiology and Speech-Language Pathology Programs,Faculty of Health Sciences,Course.aspx?id=023381&term=2189&session=TR,2018 Fall Term,Aphasies
PED 2508,Formation à l'enseignement,Faculty of Education,Course.aspx?id=024805&term=2189&session=TR,2018 Fall Term,La relation pédagogique
PED 1501,Teacher Education,Faculty of Education,Course.aspx?id=051223&term=2189&session=TR,2018 Fall Term,Becoming a Teacher Through Inquiry in Practice (Part 1 of 2)
PED 1511,Teacher Education,Faculty of Education,Course.aspx?id=051228&term=2189&session=TR,2018 Fall Term,Enacting Collaborative Inquiry in Professional Practice (Part 1 of 2)
PED 3505,Formation à l'enseignement,Faculty of Education,Course.aspx?id=025095&term=2189&session=TR,2018 Fall Term,La problématique de l'enseignement de la langue française en milieu minoritaire en Ontario
PED 4770,Formation à l'enseignement,Faculty of Education,Course.aspx?id=025480&term=2189&session=TR,2018 Fall Term,Didactique du français langue maternelle au cycle intermédiaire (débutant)
PED 4771,Formation à l'enseignement,Faculty of Education,Course.aspx?id=025481&term=2189&session=TR,2018 Fall Term,Didactique des mathématiques au cycle intermédiaire (débutant)
PED 4772,Formation à l'enseignement,Faculty of Education,Course.aspx?id=025482&term=2189&session=TR,2018 Fall Term,Didactiques des arts dramatiques au cycle intermédiaire (débutant)
PHT 5512,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=051801&term=2189&session=TR,2018 Fall Term,Anatomie fonctionnelle du système musculo-squelettique
PHT 5513,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=051802&term=2189&session=TR,2018 Fall Term,Biomécanique clinique
PHT 5614,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=051790&term=2189&session=TR,2018 Fall Term,Évaluations et interventions de base en musculo-squelettique
PHT 5901,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=026676&term=2189&session=TR,2018 Fall Term,Stage I
PHT 6737,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=026690&term=2189&session=TR,2018 Fall Term,"Principes de rééducation VII : Évaluation, rééducation et prise en charge des affections systémiques"
PHT 6753,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=026692&term=2189&session=TR,2018 Fall Term,Séminaire de recherche
PHT 6903,School of Rehabilitation Sciences,Faculty of Health Sciences,Course.aspx?id=026693&term=2189&session=TR,2018 Fall Term,Stage III
POP 8900,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=027570&term=2189&session=TR,2018 Fall Term,Directed Studies in Population Health
POP 9997,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=027576&term=2189&session=TR,2018 Fall Term,Thesis Proposal
POP 9998,Interdisciplinary School of Health Sciences,Faculty of Health Sciences,Course.aspx?id=027577&term=2189&session=TR,2018 Fall Term,Comprehensive Examination
PSY 6007,School of Psychology,Faculty of Social Sciences,Course.aspx?id=027980&term=2189&session=TR,2018 Fall Term,Clinical Practicum
CML 3127,Common Law,Common Law,Course.aspx?id=004963&term=2191&session=F,2019 Winter Term,Wilson Moot Competition
CML 3132,Common Law,Common Law,Course.aspx?id=004967&term=2191&session=F,2019 Winter Term,Willms and Shier Environmental Law Moot
CML 3139,Common Law,Common Law,Course.aspx?id=004972&term=2191&session=F,2019 Winter Term,WTO/ELSA WTO Law Moot
CML 3140,Common Law,Common Law,Course.aspx?id=004973&term=2191&session=F,2019 Winter Term,Canadian Corporate/Securities
CML 3154,Common Law,Common Law,Course.aspx?id=004986&term=2191&session=F,2019 Winter Term,Trial Advocacy
CML 3162,Common Law,Common Law,Course.aspx?id=004994&term=2191&session=F,2019 Winter Term,Studies in Aboriginal Law
CML 3165,Common Law,Common Law,Course.aspx?id=004996&term=2191&session=F,2019 Winter Term,Arnup Cup
CML 3171,Common Law,Common Law,Course.aspx?id=004997&term=2191&session=F,2019 Winter Term,Student-Proposed Internship
CML 3173,Common Law,Common Law,Course.aspx?id=004998&term=2191&session=F,2019 Winter Term,Law-Related Internship
CML 3177,Common Law,Common Law,Course.aspx?id=005002&term=2191&session=F,2019 Winter Term,Department of Justice Internship
CML 3180,Common Law,Common Law,Course.aspx?id=005005&term=2191&session=F,2019 Winter Term,Environmental Law Clinic
CML 3251,Common Law,Common Law,Course.aspx?id=005044&term=2191&session=F,2019 Winter Term,Legal Research and Writing (Selected Problems)
CML 3316,Common Law,Common Law,Course.aspx?id=005057&term=2191&session=F,2019 Winter Term,Technology Law Internship
CML 3351,Common Law,Common Law,Course.aspx?id=005066&term=2191&session=F,2019 Winter Term,Legal Research and Writing (Selected Problems)
CML 3356,Common Law,Common Law,Course.aspx?id=005072&term=2191&session=F,2019 Winter Term,National Security Law
CML 3374,Common Law,Common Law,Course.aspx?id=005090&term=2191&session=F,2019 Winter Term,Law and Society
CML 3376,Common Law,Common Law,Course.aspx?id=005092&term=2191&session=F,2019 Winter Term,Professional Responsibility
CML 3377,Common Law,Common Law,Course.aspx?id=005093&term=2191&session=F,2019 Winter Term,Taxation Policy
CML 3514,Common Law,Common Law,Course.aspx?id=005131&term=2191&session=F,2019 Winter Term,Concours Charles-Rousseau
CML 3524,Common Law,Common Law,Course.aspx?id=005138&term=2191&session=F,2019 Winter Term,Tribunal-école Moncton-Ottawa
CML 4115,Common Law,Common Law,Course.aspx?id=005231&term=2191&session=F,2019 Winter Term,European Union Law
CML 4137,Common Law,Common Law,Course.aspx?id=005246&term=2191&session=F,2019 Winter Term,Puerto Rico Exchange Course
CML 4500,Common Law,Common Law,Course.aspx?id=005267&term=2191&session=F,2019 Winter Term,Stage en résolution de différends
CML 4504,Common Law,Common Law,Course.aspx?id=005271&term=2191&session=F,2019 Winter Term,Études en droit public
CML 4508,Common Law,Common Law,Course.aspx?id=005275&term=2191&session=F,2019 Winter Term,Études en droit international
DCL 5121,Programs in Law,Civil Law,Course.aspx?id=008015&term=2191&session=F,2019 Winter Term,Studies in Human Rights I
DCL 6121,Programs in Law,Civil Law,Course.aspx?id=008139&term=2191&session=F,2019 Winter Term,Studies in International Law I
DCL 6130,Programs in Law,Civil Law,Course.aspx?id=008147&term=2191&session=F,2019 Winter Term,National Security Law
DCL 6339,Programs in Law,Civil Law,Course.aspx?id=008169&term=2191&session=F,2019 Winter Term,Special Topics in Law
DCL 6739,Programs in Law,Civil Law,Course.aspx?id=008211&term=2191&session=F,2019 Winter Term,Thèmes choisis en droit
DCL 7304,Programs in Law,Civil Law,Course.aspx?id=008278&term=2191&session=F,2019 Winter Term,Technology Law Internship
DRC 4513,Civil Law,Civil Law,Course.aspx?id=008681&term=2191&session=F,2019 Winter Term,Problèmes choisis de droit international I
DRC 4778,Civil Law,Civil Law,Course.aspx?id=008886&term=2191&session=F,2019 Winter Term,Thèmes choisis de droit pénal II
ADM 1100,Administration (General),Telfer School of Management,Course.aspx?id=000001&term=2191&session=FS,2019 Winter Term,Introduction to Business Management
ADM 1101,Administration (General),Telfer School of Management,Course.aspx?id=000002&term=2191&session=FS,2019 Winter Term,Social Context of Business
ADM 1300,Administration (General),Telfer School of Management,Course.aspx?id=000003&term=2191&session=FS,2019 Winter Term,Introduction to Business Management
ADM 1301,Administration (General),Telfer School of Management,Course.aspx?id=000004&term=2191&session=FS,2019 Winter Term,Social Context of Business
ADM 1340,Administration (General),Telfer School of Management,Course.aspx?id=000005&term=2191&session=FS,2019 Winter Term,Financial Accounting
ADM 1370,Administration (General),Telfer School of Management,Course.aspx?id=000006&term=2191&session=FS,2019 Winter Term,Applications of Information Technology for Business
ADM 1500,Administration (General),Telfer School of Management,Course.aspx?id=000007&term=2191&session=FS,2019 Winter Term,Introduction à la gestion des affaires
ADM 2704,Administration (General),Telfer School of Management,Course.aspx?id=000045&term=2191&session=FS,2019 Winter Term,Application des méthodes statistiques en gestion
ADM 2720,Administration (General),Telfer School of Management,Course.aspx?id=000047&term=2191&session=FS,2019 Winter Term,Marketing
ADM 2736,Administration (General),Telfer School of Management,Course.aspx?id=000048&term=2191&session=FS,2019 Winter Term,Comportement organisationnel
ADM 2737,Administration (General),Telfer School of Management,Course.aspx?id=000049&term=2191&session=FS,2019 Winter Term,Gestion des ressources humaines
ADM 2741,Administration (General),Telfer School of Management,Course.aspx?id=000052&term=2191&session=FS,2019 Winter Term,Comptabilité de gestion
ADM 2742,Administration (General),Telfer School of Management,Course.aspx?id=000053&term=2191&session=FS,2019 Winter Term,Comptabilité intermédiaire I
ADM 2750,Administration (General),Telfer School of Management,Course.aspx?id=000056&term=2191&session=FS,2019 Winter Term,Gestion financière
ADM 2752,Administration (General),Telfer School of Management,Course.aspx?id=000058&term=2191&session=FS,2019 Winter Term,Théorie financière
ADM 2772,Administration (General),Telfer School of Management,Course.aspx?id=000059&term=2191&session=FS,2019 Winter Term,Systèmes d'information de gestion
ADM 2781,Administration (General),Telfer School of Management,Course.aspx?id=000061&term=2191&session=FS,2019 Winter Term,Habiletés de communication d'affaires
ADM 3301,Administration (General),Telfer School of Management,Course.aspx?id=000073&term=2191&session=FS,2019 Winter Term,Operations Management
ADM 3302,Administration (General),Telfer School of Management,Course.aspx?id=000074&term=2191&session=FS,2019 Winter Term,Supply Chain Management
ADM 3308,Administration (General),Telfer School of Management,Course.aspx?id=000078&term=2191&session=FS,2019 Winter Term,Business Data Mining
ADM 3313,Administration (General),Telfer School of Management,Course.aspx?id=000082&term=2191&session=FS,2019 Winter Term,New Venture Creation
